,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,121.22557831,29.39741135,120.91046143,29.30012321,120.69927216,29.34571838,120.26654053,29.40285873,120.00500488,29.60632896,120.06745148,29.83093834,120.3296814,30.07159615,120.61264038,30.14300346,120.98706818,30.03767014,121.01558685,29.74397659,1.0,0.0,0.0,0.0,1.0,1.0,-1.0,1.0,1.0,0.0,1.9499002924658446,10.0
