,0,1
0,121.22557831,29.39741135
1,120.91046143,29.30012321
2,120.69927216,29.34571838
3,120.26654053,29.40285873
4,120.00500488,29.60632896
5,120.06745148,29.83093834
6,120.3296814,30.07159615
7,120.61264038,30.14300346
8,120.98706818,30.03767014
9,121.01558685,29.74397659
